12800, 700, 32, 0.134722 
12800, 700, 32, 0.155067 
12800, 700, 32, 0.120508 
12800, 700, 32, 0.106710 
12800, 700, 32, 0.106095 
12800, 700, 32, 0.104883 
12800, 700, 32, 0.134728 
12800, 700, 64, 6.500598 
32000, 1200, 64, 8.730469 
32000, 900, 64, 8.907546 
12800, 700, 64, 3.141289 
32000, 1200, 64, 18.257883 
32000, 900, 64, 10.161188 
32000, 784, 64, 5.192885 
12800, 700, 64, 0.271431 
32000, 1200, 64, 15.073022 
32000, 900, 64, 11.013526 
32000, 784, 64, 6.703071 
32000, 1200, 64, 0.369706 
32000, 900, 64, 0.326196 
12800, 700, 64, 0.281705 
32000, 1200, 64, 0.366540 
32000, 900, 64, 0.332883 
32000, 784, 64, 0.307019 
12800, 700, 64, 0.277296 
32000, 1200, 64, 0.367294 
32000, 900, 64, 0.323543 
32000, 784, 64, 0.326544 
32000, 1200, 64, 0.372826 
32000, 900, 64, 0.328214 
12800, 700, 64, 0.273854 
32000, 1200, 64, 0.373027 
32000, 900, 64, 0.337664 
32000, 784, 64, 0.320551 
12800, 700, 64, 0.279327 
32000, 1200, 64, 0.361647 
32000, 900, 64, 0.322716 
32000, 784, 64, 0.336265 
32000, 1200, 64, 0.363569 
32000, 900, 64, 0.327764 
12800, 700, 64, 0.277718 
32000, 1200, 64, 0.378742 
32000, 900, 64, 0.331712 
32000, 784, 64, 0.310745 
12800, 700, 64, 0.277160 
32000, 1200, 64, 0.365205 
32000, 900, 64, 0.339254 
32000, 784, 64, 0.321546 
32000, 1200, 64, 0.354563 
32000, 900, 64, 0.332112 
12800, 700, 64, 0.282846 
32000, 1200, 64, 0.372660 
32000, 900, 64, 0.325723 
32000, 784, 64, 0.315926 
12800, 700, 64, 0.282644 
32000, 1200, 64, 0.362413 
32000, 900, 64, 0.341965 
32000, 784, 64, 0.321615 
32000, 1200, 64, 0.367025 
32000, 900, 64, 0.323637 
12800, 700, 64, 0.277274 
32000, 1200, 64, 0.368095 
32000, 900, 64, 0.363931 
32000, 784, 64, 0.323634 
12800, 700, 64, 0.273987 
32000, 1200, 64, 0.368798 
32000, 900, 64, 0.301530 
32000, 784, 64, 0.323443 
32000, 1200, 64, 0.360049 
32000, 900, 64, 0.318434 
12800, 700, 64, 0.277122 
32000, 1200, 64, 0.363734 
32000, 900, 64, 0.355744 
32000, 784, 64, 0.315758 
12800, 700, 64, 0.288877 
32000, 1200, 64, 0.370161 
32000, 900, 64, 0.329159 
32000, 784, 64, 0.316332 
32000, 1200, 64, 0.366175 
32000, 900, 64, 0.328012 
12800, 700, 64, 0.278608 
32000, 1200, 64, 0.392051 
32000, 900, 64, 0.332125 
32000, 784, 64, 0.317141 
12800, 700, 64, 0.273905 
32000, 1200, 64, 0.352404 
32000, 900, 64, 0.327004 
32000, 784, 64, 0.323527 
32000, 1200, 64, 0.364249 
32000, 900, 64, 0.330055 
12800, 700, 64, 0.283603 
32000, 1200, 64, 0.378943 
32000, 900, 64, 0.677976 
32000, 784, 64, 0.312891 
12800, 700, 64, 0.269561 
32000, 1200, 64, 0.371120 
32000, 900, 64, 0.324943 
32000, 784, 64, 0.312365 
32000, 1200, 64, 0.375796 
32000, 900, 64, 0.327305 
12800, 700, 64, 0.274616 
32000, 1200, 64, 0.386538 
32000, 1200, 32, 0.259868 
32000, 900, 32, 0.198872 
12800, 700, 32, 0.145154 
32000, 1200, 32, 0.239503 
32000, 900, 32, 0.206281 
32000, 784, 32, 0.170523 
12800, 700, 32, 0.124708 
32000, 1200, 32, 7.968342 
32000, 900, 32, 5.095492 
32000, 784, 32, 3.611024 
32000, 1200, 32, 0.439999 
32000, 900, 32, 0.186444 
12800, 700, 32, 0.129145 
32000, 1200, 32, 0.245079 
32000, 900, 32, 0.208243 
32000, 784, 32, 0.168916 
12800, 700, 32, 0.132171 
32000, 1200, 32, 0.244540 
32000, 900, 32, 0.195430 
32000, 784, 32, 0.173213 
32000, 1200, 32, 0.214330 
32000, 900, 32, 0.190835 
12800, 700, 32, 0.334618 
32000, 1200, 32, 0.231756 
32000, 900, 32, 0.228631 
32000, 784, 32, 0.166300 
12800, 700, 32, 0.131634 
32000, 1200, 32, 0.228577 
32000, 900, 32, 0.187730 
32000, 784, 32, 0.176000 
32000, 1200, 32, 0.224788 
32000, 900, 32, 0.185730 
12800, 700, 32, 0.127553 
32000, 1200, 32, 0.233821 
