11200, 784, 16, 0.929256 
12800, 784, 16, 0.945350 
16000, 784, 16, 1.171364 
1600, 784, 16, 0.135170 
19200, 784, 16, 1.314207 
22400, 784, 16, 1.689278 
25600, 784, 16, 1.797699 
28800, 784, 16, 2.057614 
32000, 1000, 16, 2.830742 
32000, 100, 16, 0.270996 
32000, 1100, 16, 3.625084 
32000, 1200, 16, 4.054238 
32000, 200, 16, 0.608769 
32000, 300, 16, 0.832341 
32000, 400, 16, 1.195704 
32000, 500, 16, 1.527953 
32000, 600, 16, 1.839941 
32000, 700, 16, 2.094293 
32000, 784, 16, 2.688894 
32000, 800, 16, 2.359910 
32000, 900, 16, 2.597295 
3200, 784, 16, 0.231192 
35200, 784, 16, 2.347490 
38400, 784, 16, 3.053662 
41600, 784, 16, 2.991721 
44800, 784, 16, 3.487775 
48000, 784, 16, 3.451524 
4800, 784, 16, 0.402780 
51200, 784, 16, 3.302465 
54400, 784, 16, 4.195060 
57600, 784, 16, 4.184947 
6400, 784, 16, 0.427987 
8000, 784, 16, 0.664533 
9600, 784, 16, 0.635554 
11200, 784, 16, 0.042853 
12800, 784, 16, 0.048024 
16000, 784, 16, 0.060620 
1600, 784, 16, 0.016840 
19200, 784, 16, 0.064806 
22400, 784, 16, 0.085650 
25600, 784, 16, 0.095431 
28800, 784, 16, 0.116889 
32000, 1000, 16, 0.145296 
32000, 100, 16, 0.022888 
32000, 1100, 16, 0.152727 
32000, 1200, 16, 0.149531 
32000, 200, 16, 0.031806 
32000, 300, 16, 0.044436 
32000, 400, 16, 0.094275 
32000, 500, 16, 0.066400 
32000, 600, 16, 0.102834 
32000, 700, 16, 0.101766 
32000, 784, 16, 0.137376 
32000, 800, 16, 0.115566 
32000, 900, 16, 0.124430 
3200, 784, 16, 0.019136 
35200, 784, 16, 0.125320 
38400, 784, 16, 0.170252 
41600, 784, 16, 0.150346 
44800, 784, 16, 0.154763 
48000, 784, 16, 0.164749 
4800, 784, 16, 0.030837 
51200, 784, 16, 0.179102 
54400, 784, 16, 0.190264 
57600, 784, 16, 0.192951 
6400, 784, 16, 0.025496 
8000, 784, 16, 0.027469 
9600, 784, 16, 0.075829 
11200, 784, 16, 0.043379 
12800, 784, 16, 0.049141 
16000, 784, 16, 0.061025 
1600, 784, 16, 0.007677 
19200, 784, 16, 0.059879 
22400, 784, 16, 0.088341 
25600, 784, 16, 0.094918 
28800, 784, 16, 0.097994 
32000, 1000, 16, 0.147301 
32000, 100, 16, 0.029312 
32000, 1100, 16, 0.157527 
32000, 1200, 16, 0.169439 
32000, 200, 16, 0.036216 
32000, 300, 16, 0.049084 
32000, 400, 16, 0.062879 
32000, 500, 16, 0.080371 
32000, 600, 16, 0.093925 
32000, 700, 16, 0.104360 
32000, 784, 16, 0.111977 
32000, 800, 16, 0.116404 
32000, 900, 16, 0.129205 
3200, 784, 16, 0.017850 
35200, 784, 16, 0.126640 
38400, 784, 16, 0.158273 
41600, 784, 16, 0.147326 
44800, 784, 16, 0.141954 
48000, 784, 16, 0.168881 
4800, 784, 16, 0.032080 
51200, 784, 16, 0.183152 
54400, 784, 16, 0.205897 
57600, 784, 16, 0.199062 
6400, 784, 16, 0.025534 
8000, 784, 16, 0.022371 
9600, 784, 16, 0.037533 
11200, 784, 16, 0.020476 
12800, 784, 16, 0.046773 
16000, 784, 16, 0.063571 
1600, 784, 16, 0.007837 
19200, 784, 16, 0.070755 
22400, 784, 16, 0.083712 
25600, 784, 16, 0.096826 
28800, 784, 16, 0.096481 
32000, 1000, 16, 0.142742 
32000, 100, 16, 0.025511 
32000, 1100, 16, 0.156530 
32000, 1200, 16, 0.167240 
32000, 200, 16, 0.025233 
32000, 300, 16, 0.049449 
32000, 400, 16, 0.062441 
32000, 500, 16, 0.064488 
32000, 600, 16, 0.089996 
32000, 700, 16, 0.103635 
32000, 784, 16, 0.114841 
32000, 800, 16, 0.119198 
32000, 900, 16, 0.135474 
3200, 784, 16, 0.017325 
35200, 784, 16, 0.126570 
38400, 784, 16, 0.137815 
41600, 784, 16, 0.137047 
44800, 784, 16, 0.151171 
48000, 784, 16, 0.161868 
4800, 784, 16, 0.027823 
51200, 784, 16, 0.173988 
54400, 784, 16, 0.188967 
57600, 784, 16, 0.236291 
6400, 784, 16, 0.026865 
8000, 784, 16, 0.035563 
9600, 784, 16, 0.036336 
11200, 784, 16, 0.050689 
12800, 784, 16, 0.054739 
16000, 784, 16, 0.061634 
1600, 784, 16, 0.015233 
19200, 784, 16, 0.070274 
22400, 784, 16, 0.083387 
25600, 784, 16, 0.099168 
28800, 784, 16, 0.105457 
32000, 1000, 16, 0.145839 
32000, 100, 16, 0.030096 
32000, 1100, 16, 0.158055 
32000, 1200, 16, 0.161861 
32000, 200, 16, 0.039692 
32000, 300, 16, 0.048634 
32000, 400, 16, 0.063709 
32000, 500, 16, 0.078314 
32000, 600, 16, 0.096507 
32000, 700, 16, 0.103031 
32000, 784, 16, 0.121733 
32000, 800, 16, 0.117651 
32000, 900, 16, 0.129487 
3200, 784, 16, 0.016001 
35200, 784, 16, 0.126918 
38400, 784, 16, 0.141089 
41600, 784, 16, 0.159176 
44800, 784, 16, 0.158359 
48000, 784, 16, 0.161651 
4800, 784, 16, 0.014102 
51200, 784, 16, 0.179807 
54400, 784, 16, 0.177990 
57600, 784, 16, 0.205171 
6400, 784, 16, 0.028752 
8000, 784, 16, 0.034118 
9600, 784, 16, 0.031367 
11200, 784, 16, 0.060785 
12800, 784, 16, 0.050141 
16000, 784, 16, 0.060910 
1600, 784, 16, 0.018033 
19200, 784, 16, 0.071605 
22400, 784, 16, 0.084284 
25600, 784, 16, 0.089182 
28800, 784, 16, 0.106208 
32000, 1000, 16, 0.138878 
32000, 100, 16, 0.025728 
32000, 1100, 16, 0.152539 
32000, 1200, 16, 0.172959 
32000, 200, 16, 0.034159 
32000, 300, 16, 0.054111 
32000, 400, 16, 0.065893 
32000, 500, 16, 0.077755 
32000, 600, 16, 0.095275 
32000, 700, 16, 0.101495 
32000, 784, 16, 0.124368 
32000, 800, 16, 0.140597 
32000, 900, 16, 0.129621 
3200, 784, 16, 0.022684 
35200, 784, 16, 0.129699 
38400, 784, 16, 0.140279 
41600, 784, 16, 0.151429 
44800, 784, 16, 0.154191 
48000, 784, 16, 0.165016 
4800, 784, 16, 0.030974 
51200, 784, 16, 0.177767 
54400, 784, 16, 0.185920 
57600, 784, 16, 0.193644 
6400, 784, 16, 0.028230 
8000, 784, 16, 0.025609 
9600, 784, 16, 0.035955 
11200, 784, 16, 0.041988 
12800, 784, 16, 0.049195 
16000, 784, 16, 0.060684 
1600, 784, 16, 0.024901 
19200, 784, 16, 0.073051 
22400, 784, 16, 0.098689 
25600, 784, 16, 0.106339 
28800, 784, 16, 0.102773 
32000, 1000, 16, 0.152527 
32000, 100, 16, 0.014176 
32000, 1100, 16, 0.155507 
32000, 1200, 16, 0.171323 
32000, 200, 16, 0.041801 
32000, 300, 16, 0.051462 
32000, 400, 16, 0.063853 
32000, 500, 16, 0.077518 
32000, 600, 16, 0.114272 
32000, 700, 16, 0.105421 
32000, 784, 16, 0.123462 
32000, 800, 16, 0.118165 
32000, 900, 16, 0.132561 
3200, 784, 16, 0.021683 
35200, 784, 16, 0.127160 
38400, 784, 16, 0.145965 
41600, 784, 16, 0.157289 
44800, 784, 16, 0.155881 
48000, 784, 16, 0.161936 
4800, 784, 16, 0.019369 
51200, 784, 16, 0.174684 
54400, 784, 16, 0.187795 
57600, 784, 16, 0.199571 
6400, 784, 16, 0.029293 
8000, 784, 16, 0.047105 
9600, 784, 16, 0.041001 
11200, 784, 16, 0.044597 
12800, 784, 16, 0.049778 
16000, 784, 16, 0.060741 
1600, 784, 16, 0.018558 
19200, 784, 16, 0.071133 
22400, 784, 16, 0.084773 
25600, 784, 16, 0.095506 
28800, 784, 16, 0.105810 
32000, 1000, 16, 0.105834 
32000, 100, 16, 0.018696 
32000, 1100, 16, 0.156934 
32000, 1200, 16, 0.172101 
32000, 200, 16, 0.043758 
32000, 300, 16, 0.051693 
32000, 400, 16, 0.066452 
32000, 500, 16, 0.078072 
32000, 600, 16, 0.094767 
32000, 700, 16, 0.113451 
